transaction_id,project_id,transaction_isodate,transaction_year,transaction_value_code,transaction_currency,transaction_value
4nPFGgzmovRoLDqbohLVcD,P110555,30/06/2008,2008,C,USD,6785907.733
5QC5AwBNzVnsVDNyUPqRR9,P107608,30/08/2009,2009,C,USD,25874118.27
fdwQgdzqQmeJCmhqgXfKJK,P114963,21/05/2012,2012,C,USD,24546092.91
RLAgmEXzSDxzmCfrjRryDQ,P114782,10/02/2011,2011,C,USD,283000000
29CiFmbzTsQEoUCFtd7aPk,P126962,09/12/2012,2012,C,USD,39273748.66
3R89oQhS3M8aK8qtyb3rFY,P102172,15/10/2009,2009,C,USD,77756900.24
mskrehtpf2yeHSWH2EzsZC,P127837,26/10/2014,2014,C,USD,50000000
Z7SwfLsq28hZM5yK5h9mSR,P003600,05/05/1995,1995,C,USD,278059881.1
f7H9eXRP4FUvM8JJG6c3i5,P003569,28/09/1995,1995,C,USD,361477845.4
aqy52JXP6utA6Uw6mtirSR,P132786,13/03/2014,2014,C,USD,20000000
SAKTZxs74MPz2kMkXxUGSZ,P120887,14/04/2010,2010,C,USD,45959291.28
Fcz8vtbjrCQ8ztdcijG8MS,P118053,24/11/2011,2011,C,USD,22000000
TNGvazX5mSwh97k2M6iSJB,P106899,10/11/2007,2007,C,USD,9604261.936
WukF8acRKbeh9CpR2kSzjM,P006887,27/01/1995,1995,C,USD,346601641.8
phniQZBAumLqNMuopexqRE,P073307,16/02/2001,2001,C,USD,54975555.12
ApvBqa48pUsB3qYZzrNomS,P086513,26/08/2006,2006,C,USD,32943098.54
y2qjaiy7HGwYdek9oVA27,P007318,05/09/1995,1995,C,USD,69514970.28
Z9ZKMX5iMNuf9txoBusddX,P110099,02/10/2008,2008,C,USD,39671460.59
zqwwUzZu975RV7YjPyos9V,P096407,25/04/2010,2010,C,USD,232860409.2
DKx9yJnUiXqK4znqyVKJHV,P004830,02/01/1997,1997,C,USD,132201368.2
J5EJ8Ys9f2LUJjfhzsV7PH,P088799,02/12/2008,2008,C,USD,39149467.69
ehsvG8QDL24tuXSEKHhUNU,P121398,07/10/2010,2010,C,USD,20426351.68
GCbPbD8Y2EQ295MNTGkczG,P117470,04/09/2011,2011,C,USD,10000000
t4qmVSmkAyLEf2HpeiyzSS,P004833,24/06/1998,1998,C,USD,56606182.06
tSX6SqjB8LurGNFvvR5re6,P110481,15/07/2008,2008,C,USD,36852698.92
6f5YA8SHQUnhKQo3kgpq5Q,P080827,05/03/2004,2004,C,USD,591532355.8
MQy2iKSW7AZz4G2tDucfwS,P010561,09/02/1998,1998,C,USD,260892192.7
jekGtPtpVc2QXAWjSrkwfX,P093478,02/06/2008,2008,C,USD,86024430.33
9C66conBJDWTkhhYq4QA7P,P085376,26/10/2008,2008,C,USD,52199290.25
kuAoM8AUfPeZPWU447f7wc,P087304,17/05/2009,2009,C,USD,108671296.8
MaRCDMWwDkCsh27G6aH5Cm,P036952,14/05/1997,1997,C,USD,113955139.4
6k2Qxu3yRGrSQCD9VkpDbB,P115767,22/07/2011,2011,C,USD,99000000
RGqGgjBiiJNg3bjqddiyxJ,P069679,01/09/2002,2002,C,USD,22869381.45
ybpABMvdhLR6V3NWbeyaYH,P008498,27/01/1997,1997,C,USD,301645957.3
K7PiK4U2rxJqRnH9JB2vJo,P051693,28/08/1997,1997,C,USD,100548652.4
sTng6QWauZFRBrQj3M3tmY,P053200,02/07/2000,2000,C,USD,8304908.931
CWPotVUrWaA2xr8pUPzekW,P078860,10/03/2005,2005,C,USD,17003791.58
W76cRPNFWdezCYwxweuUJ3,P059143,05/07/2001,2001,C,USD,188666109.6
35vsgFc4NUPkwWWh6L6XPe,P083620,05/05/2004,2004,C,USD,263527928
xM9fuY7Jsa8wVPnzbZJz7d,P149069,03/03/2014,2014,C,USD,200000000
Kmnxt6cWV2bGjDuiCnPQjM,P063622,10/04/2003,2003,C,USD,120421252.8
tBAFHFyDAkLteerga9cTEa,P088816,06/01/2005,2005,C,USD,8785292.319
vYgWZzRwZXhLJX5bmxQ5nU,P095251,24/07/2007,2007,C,USD,21342804.3
Q75GTQFBVLJNsc5af9s4tT,P093568,24/12/2005,2005,C,USD,345743762.2
iv7xwQig4wrxy4wEqpzvdZ,P106956,12/02/2010,2010,C,USD,51065879.2
YLnm26pa4VmBYrG6n82zsR,P007689,16/09/1995,1995,C,USD,430992815.7
fNkHMFt3YzibMas3jSnqqX,P096643,12/12/2006,2006,C,USD,10212360.55
pvfeRo4ucScKFWiqd55g9W,P103238,26/03/2009,2009,C,USD,209062875.7
Ld95uXsMeB5skNQ5GKdCuC,P105092,03/03/2007,2007,C,USD,26678505.38
ubZysxRGewbSEBKb6Q6seG,P051370,23/09/2004,2004,C,USD,46849409.43
mmTQXEhYyRAT8A9cEaXrwc,P087038,05/07/2006,2006,C,USD,49414647.81
NLEtd8j2NoRi2jKBkue86R,P117510,23/12/2010,2010,C,USD,25532939.6
ViEopntxUPQhaDXZoKANhS,P105097,05/11/2007,2007,C,USD,53357010.76
VgcvgfskhLcicWm3f4YmjE,P035783,10/10/1995,1995,C,USD,8619856.315
QVBXUoFePLo5ehdLNCqde,P115732,01/05/2010,2010,C,USD,146967600.3
efzp3Z7vLusoqGLczpPWkB,P038091,10/11/1996,1996,C,USD,341079303.4
bR8WBTdKRVQP4aK9ws8AsD,P082144,08/02/2009,2009,C,USD,419160716.1
Kv99hfEmmPj6FkLankRtqW,P003249,10/01/1999,1999,C,USD,52213314.57
tdFHBsxeLvGUDAqGUF4sz5,P063390,19/04/2000,2000,C,USD,103364174.2
YMzZvxtMzL86GL7hn3VcHH,P070560,05/03/2002,2002,C,USD,1659874460
27S4tTrA7RsnUN2yx6LG7A,P097636,06/04/2006,2006,C,USD,109810328.5
QCEpVFwCT4YroAAmeMD8mg,P041887,21/02/1999,1999,C,USD,180919135
bc3rhg7uPANnsXHTKJSUHh,P008497,06/10/1999,1999,C,USD,41248518.51
W3wUAieBXVJZz3emQ4Ljd8,P085374,24/06/2005,2005,C,USD,90686888.45
kBcpzhoY58LHtm4DPaivHE,P069095,03/01/2001,2001,C,USD,87461110.42
RpKnmwE6W9daJ3iPKvgiP4,P082725,30/09/2005,2005,C,USD,39675513.7
HPgy8gLUjCA5BA8YbWswH5,P150006,06/03/2014,2014,C,USD,75000000
GYGtmbpXEocEYmfysww9oU,P064844,16/09/2003,2003,C,USD,48168501.12
vJyXJEgkqB354ABQCBNzE9,P069892,07/05/2003,2003,C,USD,84294876.97
rEB3WKrpVz8jfmuo3UCKpg,P039021,11/11/1996,1996,C,USD,75037446.76
n2ThkRAvuRRo7ryWKyXVnM,P003614,25/08/1998,1998,C,USD,265134342.2
MNBbSaHq8G2iae45yZCj7i,P088498,19/03/2005,2005,C,USD,28487018.84
29hzk5ADNGSXb9p4En4BAC,P108258,01/04/2011,2011,C,USD,150000000
2jjhKXJaFf53dP4VGoQRyR,P083275,04/09/2005,2005,C,USD,45343444.23
zmLLhXJeHCZVAzQnfjHe9m,P099808,04/10/2006,2006,C,USD,7686722.992
T9MErPtqstVU6JznL95yuD,P116972,05/02/2009,2009,C,USD,155244709.6
EbcHoqLLBbg5czwGskbw59,P008539,28/04/1997,1997,C,USD,4960400.187
ptKYofTFNh4hZpHAuWZ4xY,P104760,07/05/2010,2010,C,USD,20426351.68
xSVsmoouuMUeRNNzT7GMWK,P095371,22/11/2006,2006,C,USD,2196206.569
bzmwMgaZP83fi7iiE2dDaf,P009072,02/06/1997,1997,C,USD,26812973.98
KwCeR6Q7UGQVYkdU6pADsJ,P099270,24/09/2009,2009,C,USD,2199300053
bgPpfEefhrEcURCjFE7ACk,P132102,26/08/2013,2013,C,USD,6197483.045
HfDyxp6XF4bA3ZMoC9DeCh,P083477,25/12/2005,2005,C,USD,17003791.58
gZFoFYfo2fa7yZz6r2ziTS,P133755,30/03/2013,2013,C,USD,3098741.523
yAfKUPKX649a33Ldr6z4Ve,P146095,17/12/2014,2014,C,USD,250000000
JoThPfghtZb2Xy8JZ3qDq5,P037834,23/10/1997,1997,C,USD,30566790.34
Ad24UNMo2GxJP9d992Xd8h,P130051,08/02/2012,2012,C,USD,1308797674
6y6RwR6N5awPEYefDBYk23,P121210,09/12/2011,2011,C,USD,39000000
qcqhdhYsSe8rnUMKs2yKbG,P107375,04/05/2009,2009,C,USD,5174823.655
Xkyppa7w5HntNUN8skFD8C,P112872,17/03/2010,2010,C,USD,51556111.64
4rHcS9EBUnNsDGJiEpQFtj,P042263,12/01/1996,1996,C,USD,20464758.21
b8ZYGcd7WbvZbKNbXRgj93,P101578,03/12/2013,2013,C,USD,7540271.038
7uxYx6HqWhQv5tUd4Z3abA,P144522,11/03/2014,2014,C,USD,10000000
CmWocix7CLnvouxEdAEf68,P148595,21/02/2014,2014,C,USD,83000000
87BnEAKzAWHuKUdNLHcz3J,P121731,15/02/2012,2012,C,USD,104075434
AshkYe8gPjqFXwXurD5Rn5,P145627,17/03/2014,2014,C,USD,2500000
MftRFTGx7jVgDosRwBQkAh,P086689,30/04/2005,2005,C,USD,5441213.307
MSHYEanbXsqXB2H4CEzc5a,P057345,23/10/1998,1998,C,USD,5302686.844
WXSJ5UXmhoCuCccXa8MMD7,P129264,20/09/2012,2012,C,USD,4909218.583
ZdaGrj26YjkFJRdqgcjgeZ,P001087,04/01/1995,1995,C,USD,59087724.74
uErKK7BiemeX7a4MwR3DaJ,P001537,06/05/1997,1997,C,USD,40219460.97
id5utovYYKykc5Nf6JFKG5,P132757,22/11/2013,2013,C,USD,51645692.04
KUH7dbwBQSBAGofYunLKpk,P077949,06/08/2002,2002,C,USD,5901775.859
LmyrB8pv8uYStgduW9RqgX,P148604,20/12/2014,2014,C,USD,100000000
2WWf9iNrMbSoeg83PwMRn5,P121167,14/08/2012,2012,C,USD,98184371.65
yipNJZ8orxhHD5wsn7GWN9,P056346,05/07/1997,1997,C,USD,24265741.45
aj6ZjDzsDP7SnQfPrHq46U,P002971,18/01/1995,1995,C,USD,62563473.25
x5tYU34XfZLmFQwuQoWAFh,P119893,25/07/2012,2012,C,USD,196368743.3
FfruTD3JNnQ5eqbJNNcBB7,P133333,01/05/2013,2013,C,USD,20658276.82
YDjjwFadYXroHrXvSgBucJ,P114949,28/12/2013,2013,C,USD,51645692.04
YWZAUaSxfiSr6Kc6YPFjyR,P114987,18/04/2010,2010,C,USD,3268216.269
e2CnNWwvYV83SDC3NMajD4,P101414,31/03/2011,2011,C,USD,5600000
AMidx3r9oV7FUPU6mkka3A,P099321,10/05/2006,2006,C,USD,3843361.496
HwBAechzn5MtQHmp9LeX3e,P069126,21/03/2004,2004,C,USD,74467136.28
C7pw6FhgcAubC4pcj74YT4,P126210,14/02/2012,2012,C,USD,98184371.65
cDnmnipovcGS7Yvtj3YJ6f,P150828,24/04/2014,2014,C,USD,3500000
E2U34VoUg2LhdYNwod7ygg,P102792,23/03/2007,2007,C,USD,39815001.43
GcWuAwkNkUFF2vnwqfhmYo,P124045,09/12/2012,2012,C,USD,216005617.6
v52sdbyBBE9rPzLN9oDj3R,P118981,09/09/2010,2010,C,USD,51780801.51
cf6MG5RNQ2hWfxWUrcB8kV,P074591,30/04/2004,2004,C,USD,21082234.24
X59MjMzu7qpcy3bZBCsL8J,P117234,03/07/2009,2009,C,USD,113846120.4
J7pi34ESVMTBiVYmNoBsr,P040115,24/06/1995,1995,C,USD,27805988.11
9RdZpGuUrLqr4jX4cWSiDa,P121528,26/11/2011,2011,C,USD,195000000
HBy7SFHSPTgn8N3zJwV2tL,P082672,04/09/2008,2008,C,USD,62639148.3
WvFDSBSm36ip9mFoSTV3mH,P118916,20/09/2012,2012,C,USD,29062574.01
2to5444ztGTYjeQMxVH7aN,P115261,15/02/2009,2009,C,USD,5174823.655
gEVL3yJznKA2xFp3byHrKc,P145782,21/12/2014,2014,C,USD,200000000
xamrmomJTZQvaspQHazvBC,P005489,25/10/1995,1995,C,USD,80081245.76
a2QXuBZ89zmpRa3fQ6JfJ7,P035777,19/05/2003,2003,C,USD,234977990.6
MDykSequWWVn6RGopPfnGL,P151923,21/12/2014,2014,C,USD,90000000
rx3VkDHXGbcPBX7iCXf2GV,P101745,17/05/2008,2008,C,USD,52199290.25
shNgH8yttmzqaxR6GgVPPk,P075464,28/12/2006,2006,C,USD,120791361.3
Qxq8VqobDv6DWkxWRJXsXF,P104567,01/09/2007,2007,C,USD,32014206.45
8m59i6gPhpxi8DF9YnvMwm,P070950,16/07/2004,2004,C,USD,23424704.71
yEmmPhJZbdaxHGTGj9VH7J,P005720,16/12/1995,1995,C,USD,90369461.36
SUF5T6ryHLucjvcHCFbqRZ,P105683,03/09/2007,2007,C,USD,5335701.076
dX8DdDPr7Q2D6UUMvvSAd3,P129663,28/07/2013,2013,C,USD,103291384.1
x9iCi3MapUsRDG8jCuokFe,P106982,28/09/2010,2010,C,USD,51065879.2
9XvxkpA4N7xjczk5eqiKpi,P114271,14/09/2009,2009,C,USD,10380696.25
Fiw8oUwFb3XmUBVUs8j3BP,P114313,10/12/2010,2010,C,USD,2042635.168
kJ392xpoMeT7VUfVMDKKoU,P126372,08/05/2012,2012,C,USD,127639683.2
pmwMtZk4AbsJ5XcJbdeYJF,P117876,09/07/2013,2013,C,USD,154937076.1
wDWYmUGAjQ8GnFLjfwyB5A,P040599,25/03/2003,2003,C,USD,180631879.2
dfU8fJyAEXxQmFTUqFqsVT,P002987,19/04/1997,1997,C,USD,167581087.4
A85CGwhesVvtW2VbYa3Qr7,P043367,08/05/1996,1996,C,USD,13916035.58
hfQ6DUwsYPgnMw9KzsFD6Z,P119684,11/04/2010,2010,C,USD,76598818.8
GCo2zvZT2xDtXKTQZDaw9h,P125184,18/01/2014,2014,C,USD,474000000
ZV58fstH7MihUETZZJjSaf,P145488,26/08/2013,2013,C,USD,3098741.523
BUTZByZSVnrbaSibDRmVw6,P040907,14/08/2001,2001,C,USD,37483333.04
YeDyf7sfyFyUFRzD2eThEL,P106720,11/01/2009,2009,C,USD,155244709.6
eZaQuBGqutDMTwpGXKYzDQ,P115119,14/02/2010,2010,C,USD,10213175.84
DpHrq7ST94bvfZ7F6CFMxg,P083919,23/04/2004,2004,C,USD,29280880.89
JhvhN2UoYGDWMuo7STpoRf,P010506,14/01/1995,1995,C,USD,80637365.52
cvauh3EFdejwGZDePq7B5X,P079335,05/03/2003,2003,C,USD,42147438.48
H6xLecyCzV65VdF7RcS7un,P049665,09/07/1999,1999,C,USD,156639943.7
eADVqHz9gyN5FXnTxdHa7g,P101296,03/03/2008,2008,C,USD,26099645.13
2Dq4yiMZ9FfBsxccsc9EFT,P113306,08/01/2009,2009,C,USD,15524470.96
GfkphG5NB9g5BGtyLCAWFF,P003643,26/01/1996,1996,C,USD,409295164.1
yp89pXdvafiH75YKcKdvh3,P070627,18/06/2001,2001,C,USD,24988888.69
BzwWJngJ6TBMGVbuGw3hng,P040086,30/08/1998,1998,C,USD,33141792.77
dHCNNs5JsQ6kVSKJzxhYq7,P064895,24/08/2000,2000,C,USD,76660697.82
H6asPwuSx7HnwTBzmbdnLM,P009095,11/12/1997,1997,C,USD,19439406.14
EjGGXbzDPRzuCQWnue2HYE,P078053,03/03/2003,2003,C,USD,66231689.05
hKHBQSiHys3ySie7udQ68E,P039856,22/11/1996,1996,C,USD,204647582.1
Y3DtDWBky94YUmvzqsDf3E,P007790,03/04/1996,1996,C,USD,40929516.41
SRw4GU2GhGhi3CsDBh7EHR,P001194,03/05/1997,1997,C,USD,54966596.67
ch9RZEM5n2Gy259Lyj7iv7,P006205,15/02/1995,1995,C,USD,15293293.46
9mtEZjTXWzUeJ234zqnVae,P064118,24/10/1999,1999,C,USD,391599859.3
KpxNMmeicEj3pzthBUAVJZ,P086807,14/02/2005,2005,C,USD,19837756.85
FyA854GcrUbKQCyoq9orA9,P106747,04/01/2008,2008,C,USD,20879716.1
K5XBV8jiWaXgM4AAESvMkd,P040716,26/04/2001,2001,C,USD,49977777.38
3Tfcx6pSZUwCctWviXqTFc,P083588,19/04/2007,2007,C,USD,221645022.7
i4YBLBy7z7Kc5nMYpAGVJG,P094288,20/11/2007,2007,C,USD,106714021.5
2AAmUSiSj58fLHaZgucHMg,P096285,06/08/2007,2007,C,USD,106714021.5
c3Uj9VT6k3rMa4EsPrwb6B,P107365,24/07/2008,2008,C,USD,521992902.5
bdFzmDLApDS3tGFWTB5gyG,P069894,03/11/2000,2000,C,USD,319419574.3
Y5RNxRWCrKSz3yP848YBpB,P101570,09/09/2006,2006,C,USD,32943098.54
gQCZinf96V46HXk48oesSU,P059755,05/08/1999,1999,C,USD,8745730.191
EVjndmdUsLGWCesdcqhNpj,P040795,15/12/2001,2001,C,USD,126243865.7
XBPhBS4dy3zXeggr44dimQ,P073378,05/10/2002,2002,C,USD,24959593.74
j8R8H43FUwTGZryqRYLw65,P008329,15/05/1995,1995,C,USD,111223952.4
Y6nD888RCwGyfj284wsuxC,P102487,07/06/2009,2009,C,USD,25874118.27
yzU8Y6j3WrKzGuWfDptPrQ,P104890,11/07/2007,2007,C,USD,2134280.43
LADR8Ggd7LGReermbiG5hb,P079275,08/05/2006,2006,C,USD,59297577.37
PN2GMPsBeLDZuCfbpgAa7E,P074447,29/07/2005,2005,C,USD,20517908.51
zuhQfYakZZtFC5VPTMw2TA,P128434,05/02/2013,2013,C,USD,51645692.04
YrBVQgnqTV7GmhdHDU4WFE,P049174,24/01/1998,1998,C,USD,21741016.06
iMBXB2VyJgp2MNTbwE7ZdA,P049618,15/03/2004,2004,C,USD,17568528.53
9WmrbYrW3WvcTXYaqpwCaX,P115173,30/08/2009,2009,C,USD,517482365.5
jKZWWHEFAAybkBN5eFFp6J,P050620,06/10/2004,2004,C,USD,91356348.38
nVhaE4woVcvBBj8eY6V7c8,P078627,28/10/2004,2004,C,USD,30452116.13
xGXTVdiLhjdYEugcPGvcQV,P008985,01/12/1998,1998,C,USD,17366299.41
pRyRuSxNkAP2jU9sn8gFnk,P094897,16/04/2006,2006,C,USD,109810328.5
74m4wWjhGBAvoprHzeF4X4,P062932,13/04/1999,1999,C,USD,104426629.1
NkQgHHZCLfSHYFb7EWrsHC,P143382,30/07/2013,2013,C,USD,243767666.4
Uz66fcWUQFHKTEkEZKWUzR,P052293,12/02/1999,1999,C,USD,18796793.25
7beB3PuAHMXTKALYvdnk6T,P077788,28/06/2003,2003,C,USD,24084250.56
gokxKV9coa2AykJ7WHfs74,P071007,16/02/2002,2002,C,USD,61476831.87
4jSH8cww7YdVuXkacqGk3Q,P051701,01/03/1997,1997,C,USD,107251895.9
8RB3KX7CJkJugcMp8TcUzc,P146493,25/04/2014,2014,C,USD,90000000
gJKZ7pz3yx3Wi26oxqCDpP,P074543,26/09/2001,2001,C,USD,23114722.04
Sv7QyQhSoWXHLmmMKPHkNo,P111018,26/05/2008,2008,C,USD,36539503.18
3uSMaKQDBSWH2feA5ZvEDj,P082335,08/11/2003,2003,C,USD,78273814.33
qyQPDHkbnGnu8MiiCZV9XQ,P126263,01/03/2011,2011,C,USD,40000000
CmjuF95vVqhVLgJRwttF5E,P063501,08/01/1999,1999,C,USD,130533286.4
khfL4sGRNTyscJFFFyDesZ,P077012,04/07/2002,2002,C,USD,122953663.7
xhxPQdf5yWmsJhYzyyr6dd,P004208,23/09/1996,1996,C,USD,28282295.84
MX4nsaZZanotZCuLo6Vt3U,P074027,07/09/2005,2005,C,USD,17003791.58
EhSJdnsBDHMfbEkHbo99Eh,P089733,10/06/2007,2007,C,USD,53357010.76
ihVyR6kJnEe7yjcCPL8NMD,P074624,25/10/2004,2004,C,USD,51300103.32
dgLyrG5sCiUgELJicxPHwQ,P097026,16/12/2010,2010,C,USD,122558110.1
8VJQYMVS44LKEySEKU9eck,P125359,04/08/2012,2012,C,USD,39273748.66
KzcxWPxni8hRsEFaPSXxbC,P112688,18/11/2009,2009,C,USD,93146825.79
GvJwFWEY8vKrpr2Mr73R3h,P145502,17/11/2014,2014,C,USD,200000000
yQ6HArFuJ3FBCKkBz36UfW,P107921,17/08/2009,2009,C,USD,36223765.58
rAgTMxyXWQKXze6P6kbiMe,P043418,25/12/1997,1997,C,USD,20109730.49
VWyW9XwLMdDDP2ndzN29VM,P123820,04/10/2012,2012,C,USD,8836593.449
ut99qcRC9WpVATCx4Tsp3K,P055133,10/05/1997,1997,C,USD,13379674.02
m2sD9CoAnsmzUQcXkn9NtF,P129686,06/10/2012,2012,C,USD,49092185.83
k3zHGzZGRsBp3JoCeKyijd,P045073,30/11/1996,1996,C,USD,6821586.069
js4jZWbmxbGJGcS3RrnsYi,P125855,25/03/2011,2011,C,USD,48000000
uct4gPqsVMnssMwaWdsBfV,P088879,05/07/2005,2005,C,USD,5667930.528
Tu23ZaVotU7GatxRsLt9QG,P146314,26/09/2014,2014,C,USD,110000000
iMEDRHXmyGaGdPbv35jeKg,P065790,18/03/2001,2001,C,USD,12494444.35
kHifgSjpnMLx5592rmwG2i,P044651,08/01/1997,1997,C,USD,8446086.805
viEmSPnJtoJgNLcnMmqvHj,P035824,12/05/1998,1998,C,USD,172204755.2
44Rx7E9mahZiMhDPG2Q4BL,P075070,04/06/2002,2002,C,USD,49181465.49
j7vvrPz4eFKe9GmBf8oPNA,P110892,29/09/2008,2008,C,USD,1670377.288
kkXqmC3wWVEJgCuieeRACB,P004828,30/06/1998,1998,C,USD,110428453.5
wcvyyUMoMSBJgks3krderf,P082142,17/08/2005,2005,C,USD,169754519.3
FG4KHLXwAEoaqki3SuTRBQ,P040631,03/05/2004,2004,C,USD,46849409.43
aZksBN3a9tgRWpJazd3cvR,P125740,06/11/2011,2011,C,USD,100000000
w6WrX8DPGkjNnuipRN7qt8,P112573,01/08/2009,2009,C,USD,51748236.55
eKtvSKAaLyRrb25qWUoi7k,P039015,30/01/1998,1998,C,USD,47724181.59
pJgdLtdGQVwTxD6p7ZZR9f,P083597,09/12/2003,2003,C,USD,17581502.91
pVKjZjdRBGCsw5jEJ4WuTo,P115217,10/11/2010,2010,C,USD,51065879.2
CK7DLdgyV6qzRKBWF2m6zT,P082613,25/03/2004,2004,C,USD,70039867.09
UH72t2e7TRQP9ibCDrpmog,P113241,15/01/2010,2010,C,USD,118268576.2
6axufJQsPQphc3YGamdL9h,P088435,14/04/2010,2010,C,USD,35746115.44
4ByrP5BKjdfJrN367jZfwU,P089761,09/04/2008,2008,C,USD,20879716.1
WSg8MTnQbYQ5aByqsUtAYV,P122692,29/03/2011,2011,C,USD,175000000
9op8jkpQYdCJdpQqfcNTKP,P008273,29/05/1995,1995,C,USD,8341796.433
ou74xMHJ7eRXq59aEZybpd,P118177,14/12/2011,2011,C,USD,21000000
CcRL4fZD7eqEDkUrcVXKG4,P083228,05/09/2004,2004,C,USD,117123523.6
L5VYMTSMeKJCXS9yzxMjqV,P073973,02/01/2003,2003,C,USD,18183609.17
iinAqgfsErMrXrrcoGGqaK,P127105,05/10/2012,2012,C,USD,4909218.583
uVSPcmFzZgdgTL2GBtfnxh,P080406,09/03/2004,2004,C,USD,11712352.36
AkyMkDU8V9YLt6kYWBuoFN,P075174,08/01/2007,2007,C,USD,240106548.4
oGywNbG6LYHWNzYYN5oTTE,P038896,17/12/1996,1996,C,USD,32743613.13
7gMdEbCJYYpAhkHZtKXnxn,P071316,28/02/2004,2004,C,USD,65823420.24
AKvxsFWhDFzunRfr4ZmLMX,P107350,23/06/2011,2011,C,USD,70000000
qTvH597p5Y9mMM5r4BSWan,P004602,22/04/1996,1996,C,USD,154713572
yQ3XBKydEezkpR3ha4KBbj,P069532,26/06/2002,2002,C,USD,61476831.87
JZf7c9TVfEcHKWfr5eU4V7,P040150,18/02/2000,2000,C,USD,16609817.86
M6e9tTHdBqvhcAEq77DN8f,P001074,17/02/1999,1999,C,USD,23495991.56
osTN9E9NBdxLNVbuvwReLR,P105288,28/07/2007,2007,C,USD,288127858.1
TcbzKHDeMVMWKVDbuQ2pH9,P066155,01/06/2002,2002,C,USD,122953663.7
y9R5pE56zQZ4s9SJ7u5s4n,P050440,24/09/2006,2006,C,USD,76867229.92
oJMJVqCaoZjQtNGJUXd8ZF,P105076,11/08/2007,2007,C,USD,80035516.13
MfXnmsSQVy8y6LWjRac8aD,P084967,25/10/2007,2007,C,USD,89372993.02
AVUZPkH2Hz5aVhbvnqzpHE,P075528,31/12/2003,2003,C,USD,24084250.56
ZYncTP7DBLJanucFCx2q8Q,P075256,18/06/2002,2002,C,USD,12295366.37
WG8y7J7dQ2N4XYzQLmaW8S,P108005,07/05/2009,2009,C,USD,401566315.6
whpnY8SdkQ8gyVPv768RcC,P082610,17/03/2003,2003,C,USD,10115385.24
DZ7bzxQSTZVF2BavdPeo9G,P130546,21/05/2012,2012,C,USD,98184371.65
yCP3EBCeQ3oVqYPkKHKWhK,P056311,20/03/1997,1997,C,USD,3485686.618
j3thLm7g9us8CLpKkDWAXo,P069824,21/11/2002,2002,C,USD,73772198.24
rx2NBR5ssYgXfCHcjHqXBC,P044261,24/06/1995,1995,C,USD,6673437.147
3pUZQBBR6bgFuMFrYki5Kh,P001750,23/01/1996,1996,C,USD,109145377.1
K5XjxpTimvWVmSFv8jUVw6,P146859,04/11/2014,2014,C,USD,30000000
GXAbWKvVDFCVasgFm9vGbL,P147695,14/10/2013,2013,C,USD,516456920.4
btJDNxagfQBou99isDGYSo,P004325,06/09/1995,1995,C,USD,0
Ywp3y4rhz9746wvfs3jeMa,P057997,03/11/1999,1999,C,USD,19579992.96
KXVRHeqvFc5eTa5ha8cip3,P123199,30/11/2011,2011,C,USD,13000000
JBpYqzFbbhuqYPp3zDKWoK,P099112,25/03/2008,2008,C,USD,208797161
SDoQSfJn6p7mNneezsffrM,P107303,28/06/2009,2009,C,USD,31048941.93
f22b39x4RgBmqaedG3NbNb,P079032,07/12/2008,2008,C,USD,208797161
yQaHJSrhxPe35iNgm6LvPX,P123706,20/03/2013,2013,C,USD,72303968.86
Je4cQrUppPpmcZjXQEujYn,P096418,25/11/2008,2008,C,USD,78298935.38
9ZEpLwensQFmrNTnTqaz3P,P088181,03/08/2005,2005,C,USD,566793.0528
kB2HyAN7DrnAM4uEJb8Min,P069772,31/01/1999,1999,C,USD,29369989.45
jsp2uhaiAMJvQESZiTtEJ4,P111545,15/05/2009,2009,C,USD,51748236.55
CXH8BP9bB2tVJ53u7gabQh,P095673,22/02/2008,2008,C,USD,15659787.08
Y8gTMz2Uh9yXaiBnfExkub,P081991,27/01/2003,2003,C,USD,100443367
vZhzvnPsWaVKsGS4yAUYyC,P038399,06/08/1997,1997,C,USD,16758108.74
hYyozWYyH47ah4uhfAhnnM,P043923,22/05/1995,1995,C,USD,10635790.45
RGCiZGAJyWxHVHzjUgTeLZ,P044174,23/01/1997,1997,C,USD,8714216.544
SnJTwXTQwTighCqsZcGiD,P129489,15/03/2013,2013,C,USD,51645692.04
VLTxjJw9BzoGXmwmUrtYva,P125237,13/07/2012,2012,C,USD,78547497.32
Jq4AufD28S3a3Dgi39T955,P088520,18/07/2011,2011,C,USD,15360000
NDvwRkvWVrA56JXVF9xnYi,P077368,17/07/2002,2002,C,USD,23865306.13
7unz27GEB6fBFhjJx9Tdk5,P077818,04/12/2002,2002,C,USD,9221524.78
7qE97ba2tWEnWnjdvW5HAN,P114838,01/05/2009,2009,C,USD,5174823.655
B8eHjvhxay557nJtUtug4U,P102768,04/11/2007,2007,C,USD,640284129.1
F8km7vhAPhZvjVhNkXcKSX,P148476,23/10/2014,2014,C,USD,10200000
ts44wgoxbCjgceP57BP7iP,P003972,12/03/1995,1995,C,USD,87588862.55
hFeQ9ExkvTaG2uXKG9hEjX,P143036,07/06/2014,2014,C,USD,72000000
KQo9UwMbCKWAa3frGZXpFK,P109209,09/11/2008,2008,C,USD,41759432.2
